occupation,count,corrected_occupation
Tobacco Factory,25
Widow of a General Laborer,25
Window Cleaner,25
Woolen Draper,25
Yarn Warper,25
nil,25
A Farmer's Son,24
Agricultual Labourer,24
Agricultura Labourer,24
Agriculturl Labourer,24
Agrl Labour,24
Asst Housekeeper,24
Auctioner,24
Barker,24
Boot Maker Master,24
Bottle maker,24
Bread Car Driver,24
Camberick Weaver,24
Cannot read or write,24
Car Owner and Driver,24
Carpenter Wife,24
Caterer,24
China Merchant,24
Classical Teacher,24
Cloth Picker,24
Cooke Domestic Servant,24
Corporation Labour,24
Cottier Farmer,24
Dairy,24
Doffer Mill,24
Doffer Mill Worker,24
Dom. Servant,24
Domestic Ser,24
Domestic Servan,24
Domestic Servt Cook,24
Domestic Servt Unemployed,24
Domestic Sister,24
Drapers Messenger,24
Drawer in Spinning Mill,24
Dres Maker,24
Embroidress,24
Famer Son,24
Fancy Sewer,24
Farm Business,24
Farme's Daughter,24
Farmer D,24
Farmer and Horse Dealer,24
Farmer and Post Master,24
Fish Woman,24
Fisherman's Son,24
Flax Stricker,24
Flower Dealer,24
Fruiter,24
Gen Servant - Domestic,24
General Servant Labourer,24
General Servant-Dom,24
General Servant-Domestic Servant,24
Glass Cutter,24
Grain Labourer,24
Groome,24
Horse Trainor,24
Hospital Attendant,24
Hospital Probationer Nurse,24
"House Maid, Domestic Servant",24
Housepainter,24
In Factory,24
Inmate of Institution,24
Labourer in Bacon Factory,24
Labourer in General,24
Labours Son,24
Lady's Nurse,24
Laundry maid,24
Licensed Driver,24
Limestone Quarryman,24
Linen Apprentice,24
Living on House Property,24
Machine Mechanic,24
Machine Printer,24
Mantlemaker,24
Manufacturers Agent,24
Mason and Bricklayer,24
Minor,24
Not at school,24
Office Apprentice,24
Painter Unemployed,24
Paper Sorter,24
Patent Turner,24
Pawn Brokers Assistant,24
Printer and Compositor,24
Provision Trade,24
Railway Officer,24
Reeler in Thread Factory,24
Reeling Master,24
Religious of the Good Shepherd,24
Religious-Sr of Mercy,24
Retired Farmer Wife,24
Retired Farmers Daughter,24
Rougher in Mill,24
Royal Navy,24
Samester,24
Sample Maker,24
Seamstriss,24
Sheeting Weaver,24
Shepherdess,24
Ship Smith,24
Shop Keeper's Wife,24
Shop Woman,24
ShopKeeper,24
Soldier on Furlough,24
Srs of Mercy,24
Stable Servant,24
Stenographer,24
Tailors,24
Tobacco Roller,24
Tramway Driver,24
Warehouse Assistant,24
Watchmaker Finisher,24
Wheeler,24
Wife of above,24
Winder Mill,24
Working in House,24
Yarn Doffer,24
A Farmers Son,23
A. B.,23
A.B. Seaman,23
Agricultural Labours,23
Apprentice Tenter,23
At Schoolar,23
Attendent,23
Blacksmith's Wife,23
Bonnet Maker,23
Builder's Clerk,23
Caretaker's Daughter,23
Carmelite,23
Carpenter (House),23
Cattle Jobber,23
Chare Woman,23
Charwoman Domestic,23
Checker,23
City Council Labourer,23
Clergy Man,23
Clerical Student,23
Clerk Brewery,23
Clerk in Shipping Office,23
Coach Bodymaker,23
Coachman D Servant,23
Coachman-Domestic Servt,23
Cook Domestic S,23
Customs Officer,23
Dental Student,23
Doffer Linen Mill,23
Domestic Serv,23
Domestic Servant Laundress,23
Domestic Servant Parlourmaid,23
Drapers Assist,23
Engine Fitter at works,23
Ex Policeman,23
Fancy Worker,23
Farmer Shop Keeper,23
Farmer and Weaver,23
Farmers Daughter in law,23
Farmers Step Son,23
Farmes Wife,23
Farming Class,23
Fisher man,23
Fitters Labourer,23
Gardener Servant Domestic,23
General Helper,23
Gl Servant,23
Goes to School,23
Grain Merchant,23
Grocer's Messenger,23
Grocers,23
Groom - Domestic Servant,23
Gunner Wicklow Artillery Militia,23
Hand Driller,23
Head of House,23
Home Keeper,23
Hospital Trained Nurse,23
House Keeper Unemployed,23
House Smith,23
House-keeper,23
Housekeepe,23
Husekeeper,23
J.P. Farmer,23
Journey Man Tailor,23
Labourer (Dock),23
Labourer Retired,23
Labourer at Lime Works,23
Labourer at School,23
Labourer in Bottling Store,23
Labourer in Flour Store,23
Labourer in Manure Works,23
Labourer on Roads,23
Ladies Tailoress,23
Land Proprietor,23
Lauberer,23
Linen Spinner in Mill,23
Machiner,23
Maid Domestic,23
Milner,23
Mining Engineer,23
N. S Teacher,23
Nat Sch Teacher,23
Needlework,23
Net Weaver,23
Newspaper Proprietor,23
No Profession or Trade,23
Not Any,23
Not Occupied,23
Nurse Unemployed,23
Oiler in Mill,23
Pedlor,23
Pensioner from Army,23
Plasterer Unemployed,23
Plater in Ship Yard,23
Plater in Shipyard,23
Potato Merchant,23
Presentation Man,23
Publican and Merchant,23
Pump Maker,23
R.I. Constabulary,23
Railway Carrier,23
Retired Schoolmaster,23
Retired Shepherd,23
Retired Solicitor,23
Scholard,23
Schooll,23
Scullery Maid Domestic Servant,23
Servant Groom,23
Servant House Maid,23
Shirt Manufacturer,23
Smoother in Factory,23
Stable Boy Domestic Servant,23
Stewardess,23
Stitcher in Warehouse,23
Stoker in Gas Works,23
Street Singer,23
Tailors Son,23
Teacher National,23
Teacher of Dancing,23
Telegraph Messanger,23
Telegraphist G P O,23
Thread Finisher,23
Turner Out,23
Twine Spinner,23
Veiner in Linen Factory,23
Woollen Factory Hand,23
Woollen Spinner,23
Yarn Spinner in Spinning Mill,23
A Farmers Daughter,22
Agricultural - Labourer,22
Agricultural Shepherd,22
Annuties,22
Assistant Gardner,22
Assistant H Keeper,22
Attending Scholar,22
Being Trained for Service,22
Black Smiths Helper,22
Blacksmiths Daughter,22
Blk Smith,22
Boiler-Maker,22
Boot Dealer,22
Boot Shoe Maker,22
Bootmaker Master,22
Bricklayers Labour,22
Butcher Assistant,22
Butcher's Assistant,22
Camrick Weaver,22
Carpenter Journeyman,22
Carpenter-Apprentice,22
Carpet Planner,22
Chorwoman unemployed,22
Clerk in Co Council Office,22
Clerk in Shop,22
Clerk of Petty Session,22
Coachman Servant Domestic,22
Cochman,22
Constable D M Police,22
Credit Draper,22
Damash Weaver,22
Dealer Vegetables,22
Dealer in Eggs,22
Dealer in Old Clothes,22
Delph Dealer,22
Domestic Affairs,22
Domestic Servants,22
Domestice Servant,22
Drapers Traveller,22
F. Labourer,22
Farm General Servant,22
Farm Labourer Servant,22
Farm Labours,22
Farme Son,22
Farmer and Butcher,22
Farmer and Land Agent,22
Farmer and Spirit Merchant,22
Farmer' Son,22
Farmer's Son and Scholar,22
Farmer's Sons,22
Farmer's-Son,22
Fitter Engine,22
Franciscan Nun,22
Fruit Seller,22
Furniture Polisher,22
Ganger,22
"Gardener, Domestic Servant",22
General Servan Domestic,22
General Servant Do,22
General-Servant,22
Gent,22
Grocer Merchant,22
"Groom, Domestic Servant",22
Hackney Carman,22
Helper at Home,22
Home Employment,22
Housekeeper D S,22
Income from Investments,22
Infant Child,22
Infirmary Nurse,22
Jobber,22
Kitchenmaid Domestic,22
Labour (Farm),22
Labourer - General,22
Labourer Foundry,22
Labourer in Chemical Works,22
Labourer in Ship Yd,22
Ladies Nurse Tender,22
Laundry-Maid,22
Letter Press Printer,22
Licensed Grocer,22
Life Assurance Agent,22
Linen Cloth Passer,22
Linen Dyer,22
Linen Measurer,22
Linen Sewer,22
Locomotive Engine Driver,22
Machine Sticher,22
Machinist Shirt Factory,22
Maison,22
Masons Daughter,22
Mechanic in Linen Factory,22
Messenger Unemployed,22
Milk Man,22
Mill Mechanic,22
Mill Oiler,22
Mill Worker Flax Spinner,22
Millhand,22
Millinery and Sales,22
Nailmaker,22
Nephew,22
Nuns Teaching,22
Nurse in Asylum,22
Nursing and Teaching,22
Optician,22
Organ Grinder,22
Painter Apprentice,22
Painting Contractor,22
Paper Folder,22
Picture Framer,22
Porter of Workhouse,22
Poultry Merchant,22
Printer and Stationer,22
Publican Farmer,22
R I Constabulary Pensioner,22
Rector Church of Ireland,22
Reeler Linen Yarn,22
Religious Brother,22
Retired Bank Manager,22
Retired Soldier,22
Revitter,22
Rigger,22
Ry Porter,22
Scoholars,22
Scollers,22
Sergeant R I Constabulary,22
Servant Domestic Cook,22
Ship Builder,22
Ship Caulker,22
Shipherd,22
Shoemakers Daughter,22
Shop Assistant Hardware,22
Shopkeepers Wife,22
Shopman-Grocer,22
Solicitors Clerk (General),22
Starcher,22
Stewart,22
Stonedresser,22
Sweeper in Mill,22
Tailor's Daughter,22
Teaching Order,22
Warehouse Clerk,22
Widow Farmer,22
Wood Cutter,22
Woodturner,22
Wool Warper,22
Worker on Farm,22
Workhouse Matron,22
Working Girl,22
Yarn Reeler Mill Worker,22
A House Keeper,21
Agricultrl Labourer,21
Apothecary,21
Apprentice Compositor,21
Army Reserve,21
Assist on Farm,21
Assistant House-Keeper,21
Assistant Postmistress,21
Assisting in House,21
Att School,21
Baker and Farmer,21
Bakers Apprentice,21
Bar Boy,21
Biscuit Maker,21
Boot Trade,21
Brewers Agent,21
Butler Domestic Servt,21
Car-Man,21
Carding Master,21
Cart Maker,21
Cartaker,21
Chair Woman,21
Charge Attendant,21
Chief Engineer,21
Choir Nun,21
Choir Sister,21
City Missionary,21
Clerk (Unemployed),21
Clerk Shipping,21
Clerk in Warehouse,21
Clk in Holy Orders,21
Clogger,21
Club Manager,21
Coach Driver,21
Coachman (Domestic Servant),21
Coml Traveller,21
Confectioner Assistant,21
Const R I Constabulary,21
Dairyman Son,21
Dispensary Caretaker,21
Domestic Groom,21
Draper Asst,21
Drapery Buyer,21
Drawer in Linen Factory,21
Embrodier,21
Employed in Woolen Factory,21
Engineer Apprentice,21
Estate Bailiff,21
Farm - Servant,21
Farmer Daugher,21
Farmer Daughter in Law,21
Farmer Widow,21
Farmer and Auctioneer,21
Farmer and Fish Dealer,21
Farmers Gd Son,21
Footman-Domestic Servant,21
Furniture Broker,21
Gardeners Wife,21
Gardner Domestic Servt,21
Gel Labourer,21
General Labr.,21
General Servant and Domestic,21
Gl Domestic Servant,21
Gnl Labourer,21
Grocers assistant,21
Grocery Business,21
Groom-Domestic,21
Hardware,21
Horse Keeper,21
Hospital Porter,21
Hotel Keeper and Farmer,21
House Buisness,21
House Maid - Domestic Servant,21
House and Parlourmaid Domestic Servant,21
Housekeep,21
Housemaid Domestic Sevt,21
Housemaid Servant Domestic,21
Housemaid-Domestic Servt,21
Infint,21
Interest of money,21
Iron Caulker,21
Ironturner,21
Labourer G,21
Labourer in Brickworks,21
Labourers Child,21
Lace Teacher,21
Laceworker,21
Lime Burner,21
Linen Rover,21
Linen Warp Winder,21
Locomotive Fireman,21
Machnist,21
Mason Employed,21
Mechanic in Factory,21
Milk Woman,21
Never at School,21
Night Attendant,21
Nil Scholar,21
No Profession Trade or Calling,21
"Nuns, Teachers and c",21
Occupier of Land,21
Onion Vendor,21
Packet Porter,21
Painter and Glazier,21
Paviour,21
Peddlar,21
Pensioner R I Constabulary,21
Pensioners Wife,21
Plain Sewer,21
Porter Hotel,21
Printer-Compositer,21
Provision Grocer,21
Publican Daughter,21
Publican Son,21
Railway Watchman,21
Read,21
Realer,21
Reeler (Flax),21
Reeler in Flax Factory,21
Relief Stamper,21
Religions Order,21
Religions of the Sisters of Charity,21
Retired Governess,21
Ruler,21
Ry Labourer,21
Sanitary Sub Officer,21
Scavenger,21
Scholar School,21
Servant-Cook,21
Sewing Mistress,21
Shepherd and Farmer,21
Shopgirl,21
Slater and Plaster,21
Small Shopkeeper,21
Smoother Laundry,21
Soap Boiler,21
Solicitor Clerk,21
Solicitors Clerk General,21
Sons Wife,21
Spindle Turner,21
Spinner Linen Factory,21
Spinner of Wool,21
Stationary,21
Stationery Assistant,21
Stationery Worker,21
Stationmaster,21
Sticther,21
Teacher Music,21
Teacher's Son,21
Telegraphist G.P.O,21
Tobacco Pipe Maker,21
Traction Engine Driver,21
Traveller Drapery,21
Turf Cutter,21
Valet Domestic Servant,21
Van Driver Labourer,21
Wife of a Labourer,21
Woollen Merchant,21
Worker in Linen Factory,21
Works in House,21
Yarn Beamer,21
Yarn Counter,21
(Nun) Teacher,20
Agl Laborer,20
Agr Labour,20
Agricull Labourer,20
Agricultural Labourer's Son,20
Analytical Chemist,20
Apprentice Boiler Maker,20
Apprentice Druggist,20
Attending Sick Poor,20
Bakery Manager,20
Blacksmith Unemployed,20
Boatsman,20
Boot and Shoe Merchant,20
Boy Copyist,20
Branch Bank Manager,20
Callier,20
Care Driver,20
Caretakers Son,20
Cellar Man,20
Church Officer,20
Civil Service,20
Clerk G P O,20
Clerk Petty Sessions,20
Clerk in Distillery,20
Coachman D. Servant,20
Collar Worker,20
Com Traveller,20
Comercial Clerk,20
Constables Wife,20
Cook Domestic Serv,20
Cook Domestic Sevt,20
Cot Man,20
County Council Clerk,20
Court House Keeper,20
Crotchet Lace Maker,20
Crotchet Maker,20
Dairy Owner,20
Damask Linen Weaver,20
Dary Maid,20
Dealer in Fowl,20
Doctor of Medicine,20
Domestic Occupation,20
Domestic Servat,20
Domestic Svt,20
Draper Clerk,20
Draper Weaver,20
Draper's Porter,20
Draper's Salesman,20
Factory Mechanic,20
Factory Woman,20
Farm - Labourer,20
Farm Servant Labourer,20
Farm Servants Son,20
Farmer Carpenter,20
Farmer's Gd Daughter,20
Farmer's Mother in Law,20
Farmerest,20
Farmers S,20
Farmers Sone,20
Farms Labourer,20
Fars Daughter,20
Fawl Dealer,20
Fishermans Son,20
Foot Man,20
Foreman Tailor,20
Fowl Picker,20
Garner,20
General Domestic Servt.,20
General Domestic Sevt,20
General Domestic Svt,20
General House Worker,20
General Labor,20
General Servant (Domestic,20
General Servant Cook,20
General Serveant,20
General Servt (Domestic),20
General Trader,20
General at Coast Guard Station Labourer,20
Grocer Shop,20
Grocer and Hardware Merchant,20
Grocer's Asst,20
Grocer's Daughter,20
Grocer's Shop Assistant,20
Handkerchief Cutter,20
Helping at Home,20
Hosekeeper,20
House Builder,20
House Decorator,20
House Hold,20
House Maid (Domestic Servant),20
House Maid D Servant,20
House Repairer,20
House-Keeper Domestic Servant,20
Housekeeping at Home,20
"Housemaid, Domestic",20
Invoice Clerk,20
Iron Merchant,20
Joiner House,20
Labiourer,20
Labourer Builder,20
Labourer Coal Porter,20
Labourer Servant,20
Labourer Van Driver,20
Lady Superintendent,20
Ladys Nurse,20
Landstewart,20
Linen Bettler,20
Linen Sample Maker,20
Linen Wever,20
Liner Weaver,20
Machine Worker,20
Machinist at Factory,20
Master Printer,20
Mid-Wife,20
Military Pensioner,20
Milk Vender,20
Mill Worker Linen Weaver,20
Moulder Iron,20
Musican,20
National School Master,20
Night Watch Man,20
None Business,20
Nurse Domestic Svt,20
Nurse Workhouse,20
Ordinary Attdt,20
Pipe Finisher,20
Plate Layer on Railway,20
Platelayer on Railway,20
Posting Establishment,20
R C Curate,20
Railway Gatekeeper,20
Railway Manager,20
Religious of St Louis,20
Retired Agrl Labourer,20
Retired Butcher,20
Retired Farmers Widow,20
Retired School Master,20
Reviter,20
Rivitter,20
Sailor Unemployed,20
Saleswoman Drapery,20
Salt Miner,20
Schoollar,20
Seamester,20
Sergeant R.I.C.,20
Servant Farmer,20
Shepherd Wife,20
Ship Owner,20
Shirt Making,20
Shop,20
Shop Assistance,20
Shop Keeper Grocery,20
Shop Keeper's Daughter,20
Shorthand Clerk,20
Sick Nurse,20
Slatemaker,20
Slipper Maker,20
Small Dealer,20
Spriger,20
Stone Cutter Employed,20
Store Porter,20
Sulphur Miner,20
Surgeon Dentist,20
Tailor (Master),20
Teacher Unemployed,20
Tenter in Linen Factory,20
Typist and Shorthand Writer,20
Van driver,20
Victuller,20
Violinist,20
Visitors,20
Ward Master,20
Wood-Turner,20
Works in Factory,20
Yarn Winder in Mill,20
1st Mate,19
Agriculter Labourer,19
Agricultular Labourer,19
Apprentice Butcher,19
Apprentice Engine Fitter at Works,19
Apprentice Mason,19
Aricultural Labourer,19
At House,19
Auxiliary Postman,19
Baker Apprentice,19
Bars Maid,19
Blacksmith Helper,19
Boatmaker,19
Book Finisher,19
Bricklayers,19
Butchers Apprentice,19
Butter Domestic Servant,19
Carpenter Son,19
Civil Service Pensioner,19
Clerk in Bank,19
Clerk in Linen Warehouse,19
Clerk in Mill,19
Coachman Domestic Sert,19
Coachsmith,19
Confectionary,19
Cool Miner,19
Cotton Sewer,19
Divinity Student,19
Doffer Linen,19
Domestic Servant General Servant,19
Domestic Servant Labourer,19
Draper's Asst,19
Druggists Assistant,19
Electric Tram Driver,19
Embroidrer,19
Factory Operator,19
Far Son,19
Farm Servt Domestic,19
Farmer and Stone Cutter,19
Farmer's Cousin,19
Farmers G Daughter,19
Fireman in Factory,19
Fish Hawker,19
Flax Preparer in Mill,19
G. Domestic Servant,19
Gardener - Domestic Servant,19
Gardener's Wife,19
Gardeners Daughter,19
Gen. Servant,19
Genera Labourer,19
General Servant Domt,19
General Servant Farm,19
Genl Domestic Servt,19
Genl Labr,19
Glass Blower,19
Groom D Servant,19
Gunsmith,19
Home Occupation,19
Hotel-Keeper,19
House Keepr,19
House Labourer,19
House Painter Master,19
Housemaid D S,19
Housemaid Domestic S,19
Housemaid Domestic Ser,19
Houses and Dividends,19
Huntsman,19
Income Derived from Land,19
Iron Moulder in Foundry,19
Jute Shifter,19
Keep House,19
Kitchenmaid Domestic Servt,19
Laborur,19
Labour Wife,19
Labour in Iron Works,19
Labourer in Flour Mills,19
Labourer in Limestone Quarry,19
Labourer in Linen Mill,19
Labours Daughter,19
Land Dividends,19
Leather Dresser,19
Lightkeeper,19
Linen Embroiderer,19
Linen Stitcher,19
Linen Yarn Warper,19
Lives Private,19
Living on Private Means,19
Loom Mechanic,19
Machine Boy in Factory,19
Mason Master,19
Mason's Wife,19
Merchants Wife,19
Messageboy,19
Messege Boy,19
Messengers,19
Militia Man,19
Navvy Labourer,19
Nurse D Servant,19
O Merchant Sailor,19
Parlour Maid - Domestic Servant,19
Parlour-Maid Domestic Servant,19
Pastry Cook,19
Pensioner Royal Navy,19
Pigbuyer,19
Plowman,19
Poor Woman,19
Postal Assistant,19
Professed Religions,19
Professer Nun,19
Publician,19
R.I. Constabulary Pensioner,19
Railway Employe,19
Railway Engine Fireman,19
Reeler in Flax Spinning Mill,19
Retired Cattle Dealer,19
Retired Mariner,19
Retired N.S. Teacher,19
Retired Victualler,19
Sawier,19
School Attendance Officer,19
School Attending,19
Servant Domest,19
Sheepherd,19
Shop - Assistant,19
Shop Asistant,19
Shop Assisant,19
Shop Assistant Draper,19
Shopkeeper (Grocer),19
Sister of Nazareth,19
Son of a Farmer,19
Spinister,19
Spinner Flax Factory,19
Spinner Yarn,19
Sticher in Wareroom,19
Stockbroker,19
Stockbrokers Clerk,19
Stocking Seamer,19
Stone Mason Unemployed,19
Taipt by Suberstlion,19
Teacher School,19
Tobaconist,19
Undergraduate T.C.D,19
Unoccupied,19
Visiter,19
Ward Mistress,19
Wife of Head of Family,19
Woolen Spinner,19
Working Jeweller,19
Working Man,19
(Domestic) Servant,18
A Farmer's Daughter,18
Accountant's Clerk,18
Agricultural Labourer (Unemployed),18
Agricultural Labourer and Farmer,18
App Carpenter,18
App Plumber,18
Apprentice Dressmaking,18
Apprentice Milliner,18
Argricultural Labourer,18
Artisan,18
Assistant Herd,18
Assistant Postman,18
At Scholl,18
Baker's Wife,18
Baker-Master,18
Ballad Singer,18
Bank Messenger,18
Boarding-House Keeper,18
Boiler Makers Helper,18
Book - Folder,18
Book Binding,18
Bookseller and Stationer,18
Brewery Agent,18
Bucher,18
Bundler,18
Cab Man,18
Canal Labourer,18
Car - Driver,18
Carpenter Daughter,18
Cattle Herd,18
Cellarman,18
Chore Woman,18
Clerk Drapery,18
Clerk Linen Business,18
Clerk Shipping Office,18
Cloths Dealer,18
Co Council Clerk,18
Constable D M P,18
Cook Dom Servt,18
Cook-Unemployed,18
Craneman,18
Cycle Machanic,18
Daily Governess,18
Daughter of Labourer,18
Distillers Labourer,18
Diver,18
Doffer in Flax Spinning Mill,18
Domask Weaver,18
Domestic Genl Servant,18
Domestic Help,18
Domestic Servant Retired,18
Draper Traveller,18
Draper and Farmer,18
Dress Makers,18
Droper,18
Electrican,18
Employed in Factory,18
Engaged at Home,18
Engineer Fitter at Works,18
Ex Farmer,18
Ex-National Teacher,18
Ex-Teacher,18
Factory Machinist,18
Factory Spinner,18
Farm servant,18
Farmer Daugter,18
Farmer House Keeper,18
Farmer Niece,18
Farmer Shopkeeper,18
Farmer's Gd Son,18
Farmeres,18
Ferryman,18
Fish-Dealer,18
Flax Dresser in Mill,18
Flour Agent,18
Framer,18
Gardener-Domestic Servt,18
Gas Inspector,18
Gen-Dealer,18
Genarl Labourer,18
General Labourer Agricultural,18
General Servant Domc,18
Generl Labourer,18
Genl Servant (Domestic),18
Genl. Servant-Domestic,18
Groom (Domestic Servant),18
Helping on Farm,18
Herd Boy,18
His Wife,18
Horse-Dealer,18
House Domestic Servant,18
House Help,18
House Maid Servant Domestic,18
Houses and Land,18
Income from Annuity,18
Indoor Servant,18
Kiln Man,18
Kitchenmaid-Domestic Servant,18
L. Weaver,18
Laborer's Wife,18
Laborers Wife,18
Labour in Ship Yard,18
Labourer Corporation,18
Labourer Gas Works,18
Labourer Mill,18
Labourer in Brickyard,18
Labourer in Lime Quarry,18
Labourer in Malt House,18
Labourer in Milk Factory,18
Labourer in Ropework,18
"Labourer, General",18
Land and House Property,18
Linen Factory Manager,18
Linen Thread Spinner,18
Litho Artist,18
Living on Out Door Relief,18
Living on her Money,18
Machine Sawyer,18
Mason Apprentice,18
Meason,18
Member of Family,18
Milk Dealer,18
Milk Maid,18
Mill Girl,18
Mineral Water Maker,18
Mother of Family,18
Nat. S. Teacher,18
National School Teacher and Farmer,18
Navel Pensioner,18
Neither,18
Nl Teacher,18
No Occuption,18
Not Scholars,18
Nuns Religious S.M.R,18
Of No Occupation,18
Paper Merchant,18
Parlour Maid Servant,18
Pauper in Workhouse,18
Pensioner from R I C,18
Pern Winder,18
Plasterers Labourer,18
Porter (Shop),18
Postoffice Clerk,18
Printer (Compositor),18
Professed Religious,18
R Postman,18
Reeler in Spining Mill,18
Reller Flax,18
Retired Banker,18
Retired Farmer's Daughter,18
Retired Milliner,18
Retired Spirit Merchant,18
Riviter,18
Roman Catholic Parish Priest,18
Sack Maker,18
Sack Making,18
Sailor Merchant,18
Sand Contractor,18
Scholar No Occupation,18
Scholas,18
Schollors,18
School Assistant,18
School Gairl,18
School Monitress,18
Seeamstress,18
Seed Porter,18
Sergt R I C,18
Servant Domestic Unemployed,18
Servant Gen,18
Servant on Farm,18
Servant-Farm,18
Ships Cook,18
Shop-Porter,18
Shopkeeper Grocery,18
Sis of Mercy,18
Soda Water Bottler,18
Spinner in Thread Factory,18
Spooler,18
Stationer Assistant,18
Stationer and News Agent,18
Stone Cuter,18
Stucco Plasterer,18
Tailor Unemployed,18
Tailor and Cutter,18
Talor,18
Teacher of Languages,18
Telegraph Mgr,18
Telephone Clerk,18
Tent Maker,18
Thread Spooler,18
Thread Twister,18
Ticket Collector,18
Tin Smyth,18
Under Housemaid,18
Unemployed Servant,18
Victualler and Farmer,18
Victullar,18
Vintners Assistant,18
Wareroom Keeper,18
Wareroom Machinist,18
Wash Women,18
Washer Women,18
Washing,18
Woodranger,18
Wool Waver,18
Work in Farm,18
Yarn Drawer,18
Yarn Dryer,18
AB Seaman,17
Agricultre Labourer,17
Agricultural Labo,17
Agricultural Labourer Retired,17
Agricultural Labourer's Daughter,17
Agricultural Lbr,17
Apprentice Pawnbroker,17
Assistant Clerk of Union,17
Assistant Drapery,17
Assistant Laundress,17
Assistant Manager,17
Assistant to Above,17
Assisting at Farming,17
Barrack Warden,17
Bath Attendant,17
Black Smith Master,17
Blacksmith Daughter,17
Blacksmith's Daughter,17
Blacksmith's Son,17
Book Folding,17
Booking Clerk,17
Bookmaker,17
Brick and Stone Layer,17
Butchers Messenger,17
Cab and Car Proprietor,17
Carpet Layer,17
Cartmaker,17
Cattle Daler,17
Cattle Salesman,17
Chemist Apprentice,17
Cholars,17
Clerk (Shipping),17
Clerk Grocers,17
Coal Minor,17
Commerical Traveller,17
Constable R.I.Constabulary,17
Cook D S,17
Cook and Domestic Servant,17
Cook and General Servant,17
"Cook, Domestic",17
"Cook, Domestic Servt",17
Cork Merchant,17
Daily Worker,17
Dairyman's Wife,17
Daler,17
Dealer Gen,17
Dental Assistant,17
Dental Surgeon,17
Dividents,17
Domestic Servant House and Parlour Maid,17
"Domestic Servant, Cook",17
Domestic Servant-Housemaid,17
Draper Pedlar,17
Drapers Shopman,17
Drapery Clerk,17
Drapery Shopman,17
Driller in Ship Yard,17
Druggist and Grocer,17
Employed in Farm,17
Engine Cleaner at Works,17
Engineer Civil,17
Factor Girl,17
Factory Assistant,17
Farm Labourers Daughter,17
Farm Labrour,17
Farm Labrourer,17
Farm Sevant,17
Farmer Daug,17
Farmer Dauter,17
Farmer S,17
Farmer and C,17
Farmer and Magistrate,17
Farmer and R.I.C Pensioner,17
Farmers Gd Daughter,17
Fiddler,17
Fireman Steam Vessel,17
Fish and Fruit Dealer,17
Fishwoman,17
Fitters Assistant,17
Float Man,17
Foreman Cooper,17
Garvey,17
Gen Labour,17
Gen'l Servant Domestic,17
General Carter,17
General Domestic Sert,17
General Labourer (Unemployed),17
General Labourers Wife,17
Genl Servant Dom,17
Genral Labour,17
Genral Servant Domestic,17
Going to Shool,17
Goods Checker,17
Governers,17
Grocer's Manager,17
Grocer's Wife,17
Grocers Labourer,17
Grocers Message Boy,17
Half Timer,17
Hand Embroidery,17
Handkerchief Ornamenter,17
Hardware Business,17
Heckler,17
Help on Farm,17
Herd and Farm Labourer,17
House Duty,17
House Maid D. Servant,17
House Porter,17
House Proprietor,17
House-Holder,17
Idle,17
In School,17
Insurance Secretary,17
Investments,17
Iron Foundry Labourer,17
Iron Ship Wright,17
Joiner Carpenter,17
Journeyman Baker,17
Laberer,17
Laborour and Fisherman,17
Labour Coal,17
Labour Dock,17
Labourer (Genl.),17
Labourer Agricultl,17
Labourer Malster,17
Labourer Navvy,17
Labourer in Corn Mill,17
Labourer in Saw Mills,17
Labourer in Thread Factory,17
Labouring Boy,17
Lady Nurse,17
Land Agent's Clerk,17
Land-Owner,17
Landuress,17
Laundry Hand,17
Laundrymaid,17
Law Clerk (General),17
Licensed Trader,17
Linen Examiner,17
Linen Warehouse,17
Machiniest,17
Malt Man,17
Maltman,17
Market Porter,17
Master Boot Maker,17
Members of Religious Community,17
Merchant Clerk,17
Merchant Daughter,17
Merchants Assistant,17
Merchants Son,17
Messenger Shop,17
Mill Work,17
Milliner and Draper,17
Milliner and Saleswoman,17
Mineral Water Labourer,17
Monitor in National School,17
Moterman,17
Newspaper Reporter,17
No Bussiness,17
No Particular Occupation,17
No Profession or Occupation,17
Not at School Yet,17
Nurse - Domestic,17
Nurse Domestic Ser,17
Nurse Maid Domestic Servant,17
Over Seamer,17
Overseer,17
P. O. Assistant,17
Pager,17
Painter-Compositor,17
Plastrer,17
Platers Labourer,17
Plough Boy,17
Police Sergeant,17
Poor Law Relief,17
Porter on Railway,17
Presser,17
Principal of School,17
R.C. Curate,17
Rag Picker,17
Railway Clark,17
Railway Workman,17
Range Setter,17
Receiving Instructions at Home,17
Retired Agl Labourer,17
Retired Domestic Servt,17
Retired Land Steward,17
Retired Natl Teacher,17
Retired Sergt R I C,17
Retired from Business,17
Sales Lady,17
Sausage Maker,17
Schorlar,17
Scolhar,17
Scrivener,17
Sergt R I Constabulary,17
Sergt R.I.C,17
Servant (Cook),17
Servant Labourer,17
Ship Broker,17
Ship Fireman,17
Ship Rivetter,17
Shop Clerk,17
Shop Keeper Wife,17
Shop Labourer,17
Soldier Wife,17
Solicitor Apprentice,17
Sorting Clerk,17
Spinning Factory,17
Spreader Mill,17
Sr. of Mercy,17
Srs. of Mercy,17
Stock Brokers Clerk,17
Surface Man on Road,17
Tailoring,17
