birthplace,country
"Limerick, Ireland",Ireland
County Letrim,Ireland
Town Wexford,Ireland
"Bangor, Down",Ireland
Count Kerry,Ireland
"Ireland, Antrim",Ireland
"England, Manchester",England
Dublin (City),Ireland
Newyork,United States
Co Tipreary,Ireland
Co Kilk,Ireland
Dover,England
Clonakilty,Ireland
Co Kilky,Ireland
Cape Colony,Cape Colony
"Tandragee, Co Armagh",Ireland
Co Rosscomon,Ireland
Co Waterfor,Ireland
Cou Down,Ireland
Dub City,Ireland
Newzealand,New Zealand
C D,Ireland
Coy Kildare,Ireland
Ballincollig,Ireland
Skibbereen,Ireland
Co England,England
"Rostrevor, Co Down",Ireland
"Castlecomer, Co Kilkenny",Ireland
Q's County,Ireland
Glascow,Scotland
"Bleary, Co Down",Ireland
"Dungannon, Tyrone",Ireland
Dublin Cty,Ireland
Conty Armagh,Ireland
Co of Meath,Ireland
Gibralter,Gibraltar
Queen's C,Ireland
"Leeds, England",England
Country Antrim,Ireland
Co Rosc,Ireland
Caledon,Ireland
"Finglas, Co Dublin",Ireland
Coy Leitrim,Ireland
Co Tiprary,Ireland
C of Belfast,Ireland
S Africa,South Africa
Co Monaghon,Ireland
Gloucestershire,England
"Sussex, England",England
"Edenderry, Kings Co",Ireland
Couty Cork,Ireland
Co Ant,Ireland
"Bagenalstown, Co Carlow",Ireland
"Spool, England",England
Dublin Coy,Ireland
Co Trone,Ireland
Durham,England
"Staffordshire, England",England
"Balbriggan, Dublin",Ireland
"Maryboro, Queens Co",Ireland
"Roscrea, Co Tipperary",Ireland
"Stillorgan, Co Dublin",Ireland
Co Monagan,Ireland
Ballyshannon,Ireland
Newcastle,England
"Ballina, Mayo",Ireland
"Ballybay, Co Monaghan",Ireland
"In Ireland, Co Kerry",Ireland
"Ballynahinch, Co Down",Ireland
Co Fermanah,Ireland
"City Dublin, Ireland",Ireland
"Askeaton, Co Limerick",Ireland
Co Sligo Ireland,Ireland
"Dunmanway, Co Cork",Ireland
Donnybrook,Ireland
"Roscrea, Co Tip",Ireland
Co Limerk,Ireland
United States of America,United States
Longford Town,Ireland
Liverpool City,England
C Tipp,Ireland
Claremorris,Ireland
Co Amagh,Ireland
"Co Cork, Kinsale",Ireland
Cou Galway,Ireland
"Collon, Co Louth",Ireland
"Cornwall, England",England
Coy Meath,Ireland
Terenure,Ireland
"Ireland, Co Longford",Ireland
"Athlone, Westmeath",Ireland
Co Meatt,Ireland
"Carrickbeg, Co Waterford",Ireland
"Castlewellan, Co Down",Ireland
Co Monaghn,Ireland
Co Galway WR,Ireland
County Wex,Ireland
County Armgh,Ireland
"Mullingar, Westmeath",Ireland
Dorsetshire,Ireland
"Rathmines, Dublin",Ireland
"County Cork, W R",Ireland
"Ardglass, Co Down",Ireland
"Killarney, Kerry",Ireland
Co of Donegal,Ireland
Hillsborough,England
"Ireland, County Armagh",Ireland
In England,England
"Cork, W K",Ireland
"Co Meath, I",Ireland
"Drogheda, Co Meath",Ireland
"Cork, Co Cork",Ireland
"Newcastle West, Co Limerick",Ireland
"Co Fermanagh, Enniskillen",Ireland
Coy Fermanagh,Ireland
"Co Durham, England",England
Suffolk,England
Cty Armagh,Ireland
Tipreary,Ireland
In Co Wicklow,Ireland
Co Tippy NR,Ireland
"Ireland, Cavan",Ireland
Qeens Co,Ireland
Dunmanway,Ireland
C K,Ireland
Celbridge,Ireland
Count Down,Ireland
Killorglin,Ireland
C L Derry,Ireland
"Kildare, Ireland",Ireland
Co Tipperary N R,Ireland
"Portarlington, Queens Co",Ireland
Nova Scotia,Canada
Co Care,Ireland
Rathangan,Ireland
Cape Clear,Ireland
Carrickmacross,Ireland
"Ireland, County Tyrone",Ireland
"Cahir, Co Tipperary",Ireland
"Boston, America",United States
Baltinglass,Ireland
"Ireland, Fermanagh",Ireland
Co Watford,Ireland
Nottingham,England
"Lanarkshire, Scotland",Scotland
"Dooagh, Achill, Co Mayo",Ireland
"Durham, England",England
Ligoniel,Ireland
"Kells, Meath",Ireland
"Co Cork, E K",Ireland
"Birmingham, England",England
Ballyclare,Ireland
Paris,France
Co of Tyrone,Ireland
St Helena,St Helena
"Cork, E K",Ireland
"Tipperary, N",Ireland
Mountmellick,Ireland
"Belmullet, Mayo",Ireland
"Killyleagh, Co Down",Ireland
L Derry Co,Ireland
York,England
Co Gal,Ireland
"Youghal, Cork",Ireland
"Clondalkin, Co Dublin",Ireland
"Kings Co, Tullamore",Ireland
W meath,Ireland
"Lisburn, Antrim",Ireland
"Longford, Co Longford",Ireland
Letterkenny,Ireland
California,United States
Count Mayo,Ireland
Co Rosm,Ireland
"Dundrum, Co Down",Ireland
"Westmeath, Ireland",Ireland
"Co Tipp, N R",Ireland
County C,Ireland
Cy Tyrone,Ireland
County Monagh,Ireland
Blarney,Ireland
Devonport,England
Bantry,Ireland
Roscomm,Ireland
"Dundonald, Co Down",Ireland
Coy Longford,Ireland
Herefordshire,England
Co Antriam,Ireland
Worcestershire,England
Somersetshire,England
"Queens County, Ireland",Ireland
"B Boro, Co Cavan",Ireland
Co Managhan,Ireland
South Mayo,Ireland
Tiprary,Ireland
"Kanturk, Co Cork",Ireland
County of Louth,Ireland
Workhouse,Unknown
"County Mayo, Ireland",Ireland
Aberdeen,Scotland
Co Tippray,Ireland
"Sandymount, Co Dublin",Ireland
Co Killkeny,Ireland
City off Dublin,Ireland
Castleblayney,Ireland
Kilkeny,Ireland
Co Litrim,Ireland
Co Monoghan,Ireland
Northumberland,England
Kilbeggan,Ireland
"Stewartstown, Co Tyrone",Ireland
Newfoundland,Newfoundland
Coy Louth,Ireland
Londerry,Ireland
Merrion,Ireland
"Ligoniel, Belfast",Ireland
B Co Donegal,Ireland
Buttevant,Ireland
Tip Co,Ireland
Limk County,Ireland
Tippery,Ireland
"Co Kilkenny, Castlecomer",Ireland
"Duleek, Co Meath",Ireland
"Tallow, Co Waterford",Ireland
Cou Armagh,Ireland
Devon,England
"Ireland, Co Westmeath",Ireland
"Ballyclare, Co Antrim",Ireland
"Co Armagh, Newry",Ireland
"Co Wexford, New Ross",Ireland
Cou Antrim,Ireland
"Co Tyrone, Dungannon",Ireland
Born Co Tipperary,Ireland
Ireland Kerry,Ireland
Tippearary,Ireland
"Portsmouth, England",England
Randalstown,Ireland
"County Derry, Ireland",Ireland
"Cahir, Co Tipp",Ireland
Londondery City,Ireland
"Kilmore, Co Wexford",Ireland
S America,South America
Drumcondra,Ireland
Portaferry,Ireland
Ros,Ireland
"Rathfarnham, Co Dublin",Ireland
Northampton,England
"Ireland, Co Ros",Ireland
"King's Co, Ireland",Ireland
"Mountmellick, Queens Co",Ireland
"Ireland, Limerick",Ireland
Bere Island,Ireland
Sandymount,Ireland
"Waringstown, Co Down",Ireland
Co Tippr,Ireland
"Whitegate, Co Cork",Ireland
Donegal Town,Ireland
"Kilkilloge, Co Sligo",Ireland
"Arklow, Wicklow",Ireland
City Dub,Ireland
"Glangevlin, Co Cavan",Ireland
"Monaghan, Ireland",Ireland
"Ireland, Derry",Ireland
Cork West,Ireland
"Cappoquin, Co Waterford",Ireland
County Ant,Ireland
"Newtownards, County Down",Ireland
Bombay,India
Couty Antrim,Ireland
Coy Wexford,Ireland
"Raphoe, Co Donegal",Ireland
Co Tippearary,Ireland
In Limerick,Ireland
"Brighton, England",England
"Newyork, America",United States
Qu County,Ireland
"County Tyrone, Ireland",Ireland
Co Dow,Ireland
"Kingstown, Dublin",Ireland
"Tinahely, Co Wicklow",Ireland
Fermagh,Ireland
Co Wford,Ireland
Co Lon Derry,Ireland
"Douglas, Co Cork",Ireland
Gilford,England
Co Tipperar,Ireland
"Lanark, Scotland",Scotland
Co Rosconnon,Ireland
Brighton,England
Co Myo,Ireland
"Cork, WR",Ireland
Conty Tyrone,Ireland
"Co Derry, Coleraine",Ireland
"Loughrea, Co Galway",Ireland
Doneraile,Ireland
Kilkinny City,Ireland
Limerick C,Ireland
"Sion Mills, Co Tyrone",Ireland
"Annalong, Co Down",Ireland
Cahir,Ireland
"Newry, Ireland",Ireland
Westport,Ireland
County Weford,Ireland
"Dundalk, County Louth",Ireland
Co Kent,England
Lincolnshire,England
Cootehill,Ireland
Castletown,Ireland
"Ballyragget, Co Kilkenny",Ireland
"Cahirciveen, Co Kerry",Ireland
"Londonderry, Ireland",Ireland
Co Durham,England
"City of Belfast, Co Antrim",Ireland
Dundee,Scotland
"Ireland, Wexford",Ireland
"Ballymahon, Co Longford",Ireland
Born in Ireland,Ireland
"Castlebar, Mayo",Ireland
"Co Armagh, Bessbrook",Ireland
"Strangford, Co Down",Ireland
Co of Wexford,Ireland
"Letterkenny, Co Donegal",Ireland
Swords,Ireland
Kings Couty,Ireland
"Hollywood, Co Down",Ireland
"City of Dublin, Ireland",Ireland
Coy Cavan,Ireland
"Ballybrack, Co Dublin",Ireland
"Carrigaline, Co Cork",Ireland
Monahan,Ireland
"Thomastown, Co Kilkenny",Ireland
"Co Westmeath, Ireland",Ireland
"Dorsetshire, England",England
Co Tippe,Ireland
"Moy, Co Tyrone",Ireland
"Naas, Kildare",Ireland
"Co Kerry, Dingle",Ireland
Co Armaugh,Ireland
"England, Yorkshire",England
"Dingle, Kerry",Ireland
N Wales,Wales
"Co Dublin, Blackrock",Ireland
Co Limrick,Ireland
Whitehouse,Ireland
In Scotland,Scotland
"Dungloe, Co Donegal",Ireland
C C,Ireland
"Co Cork, Fermoy",Ireland
Co Ferman,Ireland
Cou Monaghan,Ireland
"Plymouth, England",England
County Ros,Ireland
"Kilkenny, Ireland",Ireland
"Fethard, Co Tipp",Ireland
"Innishannon, Co Cork",Ireland
"Ireland, C Antrim",Ireland
"Fethard, Co Tipperary",Ireland
"Armagh, Co Armagh",Ireland
"Cashel City, Tipperary",Ireland
Coty Antrim,Ireland
"County of Antrim, Ireland",Ireland
"Ligoniel, Co Antrim",Ireland
"Co Derry, Magherafelt",Ireland
"Co Antrim, Larne",Ireland
"Suffolk, England",England
"Claremorris, Co Mayo",Ireland
"Carlow, Ireland",Ireland
"Dromore, Co Down, Ireland",Ireland
County Dongal,Ireland
"York, England",England
"Derbyshire, England",England
I Co Kerry,Ireland
"Paisley, Scotland",Scotland
In the City of Dublin,Ireland
"Ireland, Cork City",Ireland
U S of America,United States
Woolwich,England
Co Cork ER,Ireland
Co of Wicklow,Ireland
"Cashel City, Co Tipp",Ireland
New York U S A,United States
Town Galway,Ireland
"Cavan, Ireland",Ireland
Born Co Cavan,Ireland
C Letrim,Ireland
"Donoughmore, Co Cork",Ireland
"Derry City, Ireland",Ireland
Cardiff,Wales
Saintfield,Ireland
Co Roscommo,Ireland
County Armah,Ireland
"Mitchelstown, Co Cork",Ireland
Ct Armagh,Ireland
Co Watd,Ireland
"County Louth, Ireland",Ireland
"Birkenhead, England",England
"Belfast, Co Antrim, Ireland",Ireland
"Gort, Co Galway",Ireland
"Teer, Co Kerry",Ireland
Castletownbere,Ireland
Co Gallway,Ireland
"Co Down, Rathfriland",Ireland
"Ireland, Kings County",Ireland
Co Fer,Ireland
Cty Dublin,Ireland
"Ferns, Co Wexford",Ireland
"Ireland, Wicklow",Ireland
Co Lonford,Ireland
"Ntards, County Down",Ireland
Sunderland,England
"Belmullet, Co Mayo",Ireland
"Magherascouse, Co Down",Ireland
"Newport, Mayo",Ireland
"Co Mayo, Swinford",Ireland
"Knock, Co Down",Ireland
County of Fermanagh,Ireland
Co ?,Ireland
"Listowel, Kerry",Ireland
Cty Cork,Ireland
"Co Derry, Limavady",Ireland
Qeens County,Ireland
"Madras, India",India
"City Belfast, Ireland",Ireland
"Carnew, Co Wicklow",Ireland
"Virginia, Co Cavan",Ireland
"Kilrea, Co Derry",Ireland
Renfrewshire,Scotland
"Inchicore, Dublin City",Ireland
"Castlecomer, Co Kilkenny, Ireland",Ireland
"Mullaslin, Co Tyrone",Ireland
"Cappamore, Co Limerick",Ireland
Co of City of Dublin,Ireland
"Mountrath, Queens Co",Ireland
"Ireland, Belfast City",Ireland
Co of Derry,Ireland
County Cavin,Ireland
Co Weford,Ireland
Con Down,Ireland
"Ireland, Sligo",Ireland
"City of Belfast, Ireland",Ireland
Ballinderry,Ireland
Lucan,Ireland
Co of Tipp,Ireland
Newport,Ireland
Berkshire,England
"Birr, Co Kings",Ireland
Limerck City,Ireland
Co Galw,Ireland
"Co Sligo, I",Ireland
Rathdrum,Ireland
Newcastle on Tyne,England
In Co Down,Ireland
"Tipperary, WR",Ireland
"Co Down, Holywood",Ireland
Kildare City,Ireland
Warrenpoint,Ireland
Down County,Ireland
"Ireland, Co Limk",Ireland
County Tippry,Ireland
"Tipperary, NR",Ireland
Belfast Cy,Ireland
Co Derry City,Ireland
Co Waterf,Ireland
Waterford C,Ireland
"Buncrana, Co Donegal",Ireland
Magherafelt,Ireland
"Co Down, Belfast City",Ireland
"Antrim, Co Antrim",Ireland
Co Tipprey,Ireland
Co W.Meath,Ireland
"County Down, Belfast",Ireland
"Thurles, Co Tip",Ireland
"Mayo, Co Ireland",Ireland
"Stranorlar, Co Donegal",Ireland
"Rathangan, Co Kildare",Ireland
C/o Donegal,Ireland
"Toronto, Canada",Canada
Armagh C,Ireland
Hants,England
Co London Derry,Ireland
"Co Dublin, Donnybrook",Ireland
Moville,Ireland
Co Cork City,Ireland
"Ballyhalbert, Co Down",Ireland
"Barrow, England",England
"Louisburgh, Co Mayo",Ireland
"Bally Castle, Co Antrim",Ireland
Antram,Ireland
Co W,Ireland
S Wales,Wales
"Dublin, Co Dublin",Ireland
Ireland County Kerry,Ireland
Born Co Down,Ireland
Carrigtwohill,Ireland
"Blackrock, Dublin",Ireland
"England, Kent",England
English,England
"Fermoy, Cork",Ireland
Co Doneg,Ireland
Charleville,Ireland
Co of Leitrim,Ireland
Wiltshire,England
City Down,Ireland
U.S. America,United States
Queens Conty,Ireland
"Newport, Tipp",Ireland
"Cork, Midleton",Ireland
"Armagh, Co Tyrone",Ireland
Co Moneghan,Ireland
"Clara, Kings County",Ireland
Mauritius,Mauritius
"Ireland, Q C",Ireland
Irishtown,Ireland
County Antram,Ireland
"Mullingar, W Meath",Ireland
City in Dublin,Ireland
"Ballyshannon, Donegal",Ireland
"Perthshire, Scotland",Scotland
"Lurgan, County Armagh",Ireland
"Co Kent, England",England
"In Ireland, Co Galway",Ireland
Co of Queen's,Ireland
"Cavan, Co Cavan",Ireland
Roscomnon,Ireland
"In Ireland, Co Sligo",Ireland
Mullagh,Ireland
"Beragh, Co Tyrone",Ireland
"Bolton, England",England
Bagnalstown,Ireland
"Barna, Co Galway",Ireland
"Miltownmalbay, Co Clare",Ireland
Co Antrim City,Ireland
Coy of Down,Ireland
Greece,Greece
"Newyork, U S A",United States
"Devonport, England",Ireland
Tipperarry,Ireland
Co Tipperarry,Ireland
Co County,Ireland
"C Down, Ireland",Ireland
"Ringsend, Co Dublin",Ireland
"Castlerea, Co Roscommon",Ireland
"Co Tippy, N R",Ireland
Glenties,Ireland
Clogheen,Ireland
Crumlin,Ireland
"Belfast City, Co Down",Ireland
Ireland Dublin,Ireland
"Glynn, Co Antrim",Ireland
Co Wesmeath,Ireland
Argentine Republic,Argentina
Co Kilare,Ireland
Kilrea,Ireland
City of Dub,Ireland
County Gal,Ireland
Coy Sligo,Ireland
"New Ross, Wexford",Ireland
"Granard, Co Longford",Ireland
Limerick Coy,Ireland
Dont Know,Unknown
"Warwickshire, England",England
"Preston, England",England
"Kircubbin, Co Down",Ireland
"Melbourne, Australia",Australia
County of Longford,Ireland
Lambeg,Ireland
Watd City,Ireland
"Co Sligo, In Ireland",Ireland
Oxford,England
"Co Down, In Ireland",Ireland
"Crumlin, Co Antrim",Ireland
Couty Tyrone,Ireland
Co Armah,Ireland
New South Wales,Australia
Ardee,Ireland
Co Antrm,Ireland
Co Wick,Ireland
Donegal C,Ireland
Town of Drogheda,Ireland
U S A America,United States
Stewartstown,Ireland
"Ireland, City Cork",Ireland
"Whitehouse, Co Antrim",Ireland
"Athenry, Co Galway",Ireland
"Ramelton, Co Donegal",Ireland
"Donnybrook, Co Dublin",Ireland
"Ireland, Q Co",Ireland
County Queen's,Ireland
Trim,Ireland
K C,Ireland
"Aran Island, Co Galway",Ireland
"Dumbarton, Scotland",Ireland
Co Deery,Ireland
"Co Antrim, Belfast City",Ireland
Co Fermannagh,Ireland
"Magheragall, Co Antrim",Ireland
Conty Cavan,Ireland
Tasmania,Australia
"Leixlip, Co Kildare",Ireland
"Glenavy, Co Antrim",Ireland
Born County Antrim,Ireland
Bavaria,Germany
"Crumlin, Co Dublin",Ireland
"Schull, Co Cork",Ireland
County Roscom,Ireland
"Louth, Ireland",Ireland
"Blessington, Co Wicklow",Ireland
"Lambeg, Co Antrim",Ireland
Co Tryone,Ireland
Calcutta,India
Co Limeric,Ireland
Burmah,Burma
City of D,Ireland
Hertfordshire,England
"Co Dublin, Dalkey",Ireland
"Enniskillen, Fermanagh",Ireland
County Water,Ireland
In Co Wexford,Ireland
"Belfast, Co A",Ireland
"Co Down, Comber",Ireland
Tippy,Ireland
City off Belfast,Ireland
"Mayo, I",Ireland
Cork Coy,Ireland
Tipperary SR,Ireland
"Bray, Wicklow",Ireland
"Co Down, B Halbert",Ireland
West India,India
"Ireland, Limerick City",Ireland
"Charleville, Co Cork",Ireland
County Dow,Ireland
City of Cashel,Ireland
"Newry, Cy Down",Ireland
"Co Kildare, Monasterevan",Ireland
"Shropshire, England",England
"Dundalk, Louth",Ireland
Kilbride,Ireland
Co of Kildare,Ireland
L Dery,Ireland
"Dunmurry, Co Antrim",Ireland
Cot Sligo,Ireland
Co Lare,Ireland
City D,Ireland
County Do,Ireland
In City of Dublin,Ireland
Lanark,Scotland
"Ireland, Leitrim",Ireland
Carrick,Ireland
"Co Meath, Navan",Ireland
Co Kilkny,Ireland
Co Donegale,Ireland
Conty Derry,Ireland
"England, Cumberland",England
"Newtownards, Co Down, Ireland",Ireland
"Derry, Ireland",Ireland
Co Clar,Ireland
Cty Monaghan,Ireland
Co Kerry Ireland CK,Ireland
"Ireland, Louth",Ireland
"Kilcock, Co Kildare",Ireland
"Rathgar, Co Dublin",Ireland
Queenes Co,Ireland
"Malahide, Co Dublin",Ireland
"Cashel, Tipperary",Ireland
"Somerset, England",England
"County Westmeath, Ireland",Ireland
"Rush, Dublin",Ireland
Dugort,Ireland
"Castleblayney, Co Monaghan",Ireland
Dorset,England
Ballinderry Big,Ireland
Tandragee,Ireland
Pembrokeshire,Scotland
Co L'Derry,Ireland
Quns Co,Ireland
Holyhead,Wales
"Ireland, Meath",Ireland
County K,Ireland
Fermannagh,Ireland
Waterside,Ireland
"Co Cavan, In Ireland",Ireland
"Buttevant, Co Cork",Ireland
"Leitrim, Ireland",Ireland
County Cork E R,Ireland
Fethard,Ireland
Co Fermgh,Ireland
Waterford Cy,Ireland
"Killough, Co Down",Ireland
"Ennistymon, Co Clare",Ireland
"Portavogie, Co Down",Ireland
Co Limer,Ireland
Longford County,Ireland
"Raheny, Co Dublin",Ireland
"Enfield, Co Meath",Ireland
City of Liverpool,England
Fermana,Ireland
"Maryborough, Queens County",Ireland
Irland,Ireland
Tipprerary,Ireland
C A,Ireland
Belturbet,Ireland
C Antrin,Ireland
Co Tipperary S R,Ireland
"Scotland, Edinburgh",Scotland
"Milltown, Co Galway",Ireland
"Doneraile, Co Cork",Ireland
"Kingstown, County Dublin",Ireland
Newzeland,New Zealand
County Lough,Ireland
Qe County,Ireland
Listowel Co Kerry,Ireland
Rocommon,Ireland
"Blarney, Co Cork",Ireland
Town of Carlow,Ireland
"Kenmare, Co Kerry",Ireland
Unk,Unknown
Co kilkenny,Ireland
"Belturbet, Co Cavan",Ireland
"Co Wicklow, Arklow",Ireland
Barrow,England
Sneem,Ireland
"Slane, Co Meath",Ireland
Bray Co Wicklow,Ireland
"Donaghmore, Co Tyrone",Ireland
Cy Armagh,Ireland
Town of Tipperary,Ireland
"Bagnalstown, Co Carlow",Ireland
"Co Carlow, Tullow",Ireland
Tippreay,Ireland
"Ireland, Tipperary",Ireland
Cavin,Ireland
Co KilKenny,Ireland
"Killinchy, Co Down",Ireland
Somerset,England
Kilmore,Ireland
Hong Kong,Hong Kong
Aberdeenshire,Scotland
"Carnmoney, Co Antrim",Ireland
"Belfast, Antrim Co",Ireland
"Aughnacloy, Co Tyrone",Ireland
Manchester City,England
St Westmeath,Ireland
Dunmurry,Ireland
"Croom, Co Limerick",Ireland
"Co Kerry, Listowel",Ireland
"Derby, England",England
Born in Kerry,Ireland
Co Tipperery,Ireland
Co Kery,Ireland
Ballyjamesduff,Ireland
"Kings Co, Edenderry",Ireland
"Merrion, Co Dublin",Ireland
Co of Roscommon,Ireland
In Carlow,Ireland
"City Belfast, Antrim",Ireland
"Maralin, Co Down",Ireland
Cou Donegal,Ireland
"Co Limerick, Ballingrane",Ireland
C of Galway,Ireland
"Co Clare, Ennistymon",Ireland
"Plymouth, Devon",England
"Hants, England",England
"Ireland, C Cork",Ireland
Born Co Tyrone,Ireland
County Waterf,Ireland
Govan,Ireland
In Co Monaghan,Ireland
"Fintona, Co Tyrone",Ireland
America U S,United States
Qns County,Ireland
Sweeden,Sweden
Co Letrm,Ireland
Lettermullen,Ireland
"Ballymore, Eustace, Co Kildare",Ireland
"Killaloe, Co Clare",Ireland
Born in Dublin,Ireland
"Co Antrim, In Ireland",Ireland
"I, Co Down",Ireland
Castlecomer,Ireland
Chicago,United States
C Blayney,Ireland
Co Wiclow,Ireland
"Broughshane, Co Antrim",Ireland
"Glasgow, Lanarkshire",Scotland
"Ireland, C Longford",Ireland
Athboy,Ireland
"Oldcastle, Co Meath",Ireland
"Kilrush, Clare",Ireland
Alderney,Alderney
Waterd City,Ireland
County of the City of Dublin,Ireland
Couty Wexford,Ireland
Count Galway,Ireland
County Fermangh,Ireland
Count Derry,Ireland
Born Co Roscommon,Ireland
"Drogheda, County Louth",Ireland
Ballynahinch,Ireland
Co Maghan,Ireland
In Co Dublin,Ireland
"Garristown, Co Dublin",Ireland
"Cape Clear, Co Cork",Ireland
Tippary,Ireland
Fermanangh,Ireland
"Co Cork, Blackrock",Ireland
Tralee Kerry,Ireland
North America,United States
Donny Brook,Ireland
In County Clare,Ireland
"Co Dublin, Howth",Ireland
Rathfarnham,Ireland
Leitrim County,Ireland
Co of Monaghan,Ireland
"Wiltshire, England",England
"Roscommon, Ireland",Ireland
Co Mnghan,Ireland
"Groomsport, Co Down",Ireland
Monaghan Town,Ireland
Listowel,Ireland
City Wford,Ireland
Armagh Coy,Ireland
"Monasterevan, Co Kildare",Ireland
"Magherafelt, Co Derry",Ireland
Belfast Ireland,Ireland
"Kilmore, Co Down",Ireland
"Ireland, Londonderry",Ireland
Co of Londonderry,Ireland
Roscommon County,Ireland
Con Monaghan,Ireland
Limerk City,Ireland
"Co Down, Lisburn",Ireland
Co Teyrone,Ireland
"Somersetshire, England",England
Buenos Ayres,Argentina
"Glasnevin, Co Dublin",Ireland
Kilfinane,Ireland
"Mullagh, Co Cavan",Ireland
London Derry City,Ireland
In Co Antrim,Ireland
Northamptonshire,England
Co Kilkenn,Ireland
"England, Cornwall",England
"Leenane, Co Galway",Ireland
Athenry,Ireland
Conty Galway,Ireland
Rostrevor,Ireland
"County Meath, Ireland",Ireland
"Whiteabbey, Co Antrim",Ireland
Douglas,Ireland
"New Ross, Co Wex",Ireland
"Co Dublin, Lucan",Ireland
"Markethill, Co Armagh",Ireland
Co Limrk,Ireland
County Roscomm,Ireland
"Belfast City, Down",Ireland
Monkstown,Ireland
"In Ireland, Co Tipperary",Ireland
Co Rcommon,Ireland
Antrim Town,Ireland
"Rathdrum, Co Wicklow",Ireland
"Greyabbey, Co Down",Ireland
"Drumshanbo, Co Leitrim",Ireland
"Ballinhassig, Co Cork",Ireland
Co Lancashire,England
County Tipper,Ireland
"Lisburn, County Antrim",Ireland
"Renfrewshire, Scotland",Scotland
Count Armagh,Ireland
"Cashel City, Co Tipperary",Ireland
Monghan,Ireland
Coty Cork,Ireland
"County of Cork, Ireland",Ireland
"Castleknock, Co Dublin",Ireland
Baldoyle,Ireland
Hollywood,Ireland
Ireland Co Kerry,Ireland
"Clontarf, Dublin",Ireland
In City Dublin,Ireland
Tipprarery,Ireland
"Ayr, Scotland",Scotland
Co Galway E R,Ireland
Couty Armagh,Ireland
Co America,United States
Paisley,Ireland
"Rathgar, Dublin",Ireland
Coy Westmeath,Ireland
Co Longfd,Ireland
"Ranelagh, Co Dublin",Ireland
